candidate_id,block_id,E_theta,E_theta_sign,DeltaD,DeltaD_sign,Q_delta_D,Q_R2Q,sign_consistent,sign_inconsistent_flag,sign_inconsistent_positive_harmless,sign_inconsistent_threshold_relevant,sign_inconsistent_forbidden,row_status
hexc_00188,189,16.495596033142387,positive,-17.172245968142306,negative,0.0561008725011637,0.0574888285914167,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00189,190,88.76041429147188,positive,-443.08727352010055,negative,0.07050599410829013,0.0841518906254193,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00190,191,-157.8722686231877,negative,-1689.007908053478,negative,0.10221548801013534,0.1148387219870256,True,False,False,False,False,primitive_full_verified
hexc_00191,192,14.056541835640791,positive,-14.733191770640817,negative,0.06498997521835746,0.068254632757475,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00192,193,12.997826281407882,positive,-13.674476216407925,negative,0.06978940590543624,0.0715987515628432,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00193,194,1.8396280710575184,positive,-482.4036024700822,negative,0.0652409739893801,0.0805833243274027,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00194,195,-66.91772891101186,negative,-234.10470740420124,negative,0.04000341374757293,0.057783925386995,True,False,False,False,False,primitive_full_verified
hexc_00195,196,-58.70055013602325,negative,-613.5582144819077,negative,0.06891522359423742,0.0817237377621316,True,False,False,False,False,primitive_full_verified
hexc_00196,197,31.48517121172168,positive,-33.838471081721764,negative,0.0657120551260068,0.06834819426233,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00197,198,32.05032051862896,positive,-34.40362038862895,negative,0.06467241708001675,0.0664294699592638,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00198,199,26.93335827774129,positive,-200.3120510326244,negative,0.044323988539764124,0.0588053295328899,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00199,200,30.365788199920942,positive,-32.71908806992133,negative,0.06787303713519106,0.0690704028270101,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00200,201,14.768760419593791,positive,-15.445410354593832,negative,0.062116123032985825,0.0648470887681662,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00201,202,5.511745329644728,positive,-6.188395264644726,negative,0.1459429870062299,0.1551610461475472,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00202,203,15.363752583525644,positive,-16.040402518525752,negative,0.05990312146248465,0.0615986076879811,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00203,204,12.006146364893356,positive,-12.682796299893312,negative,0.07497521903010237,0.078849161619478,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00204,205,15.365569368699422,positive,-16.04221930369954,negative,0.05989660549747715,0.0621526059796389,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00205,206,-238.54340509111228,negative,-524.896014638326,negative,0.04684412531104187,0.0697019970406704,True,False,False,False,False,primitive_full_verified
hexc_00206,207,13.233030052474517,positive,-13.909679987474531,negative,0.06866294170383187,0.0719532466962552,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00207,208,-456.8694624263994,negative,-1737.604354405883,negative,0.08086444517526847,0.1030306737173388,True,False,False,False,False,primitive_full_verified
hexc_00208,209,23.938660520016867,positive,-241.52330759304232,negative,0.04750371488365581,0.0613874169888523,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00209,210,16.227953437988603,positive,-16.904603372988277,negative,0.05695575416971929,0.058274726799016,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00210,211,13.225824557839376,positive,-13.90247449283936,negative,0.06869691115570996,0.071217737590593,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00211,212,11.73260132836337,positive,-12.409251263363387,negative,0.07654402512007549,0.0799255305017518,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00212,213,15.683109358164144,positive,-16.35975929316419,negative,0.05877909785677801,0.0598206042552528,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00213,214,11.350636085721526,positive,-12.027286020721531,negative,0.07884769255487908,0.081042286548022,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00214,215,-418.75836712238106,negative,-2918.6660872864286,negative,0.11014732695586783,0.1286153186276067,True,False,False,False,False,primitive_full_verified
hexc_00215,216,15.367857062822154,positive,-16.044506997822282,negative,0.05988840261586013,0.062888385067126,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00216,217,13.99005959793064,positive,-14.666709532930668,negative,0.06527185750460765,0.0666226148249239,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00217,218,15.3637120652357,positive,-16.04036200023552,negative,0.059903266798934415,0.0613983378884961,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00218,219,-386.3863224858651,negative,-4579.814371747323,negative,0.1417010086026295,0.1550942530280692,True,False,False,False,False,primitive_full_verified
hexc_00219,220,13.229815809938929,positive,-13.906465744938828,negative,0.06867809072088515,0.0718988838707155,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00220,221,14.05471951299229,positive,-14.73136944799228,negative,0.06499766935977369,0.0679598564990468,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00221,222,14.003849893960211,positive,-14.680499828960135,negative,0.06521318643028444,0.0684583966021968,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00222,223,-382.9342517927116,negative,-3424.0588496471173,negative,0.12098870294262087,0.1356230693499753,True,False,False,False,False,primitive_full_verified
hexc_00223,224,16.230541447252687,positive,-16.907191382252677,negative,0.056947363084164745,0.0595665514274872,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00224,225,31.461398013179057,positive,-33.81469788317918,negative,0.06575651561238693,0.0672912160005141,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00225,226,16.495573334147675,positive,-17.172223269147707,negative,0.05610094391665008,0.0582681497791033,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00226,227,30.371623145248783,positive,-32.724923015248805,negative,0.06786142382732466,0.0713316310686374,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00227,228,-435.4909596411353,negative,-3011.5924615006134,negative,0.11183507955579303,0.1280136512189761,True,False,False,False,False,primitive_full_verified
hexc_00228,229,15.334966530134755,positive,-16.011616465134693,negative,0.0600065531060309,0.0618751942454069,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00229,230,16.23014798292479,positive,-16.906797917924905,negative,0.05694863865167222,0.0593788171181867,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00230,231,15.682943271814093,positive,-16.359593206814225,negative,0.05877967146361371,0.0608439203610845,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00231,232,27.552134414332773,positive,-30.76172314433279,negative,0.061799126802939856,0.0636678531151053,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00232,233,-132.8930425093655,negative,-560.4937472700594,negative,0.055410804257352446,0.072593883103974,True,False,False,False,False,primitive_full_verified
hexc_00233,234,16.33975729127334,positive,-17.01640722627326,negative,0.056595492268226,0.0577100468058422,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00234,235,-26.94325242094044,negative,-423.5606315620903,negative,0.06641587998415201,0.0752600730877132,True,False,False,False,False,primitive_full_verified
hexc_00235,236,14.777580713623388,positive,-15.45423064862348,negative,0.06208212422433712,0.0641316326651891,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00236,237,12.988714845146502,positive,-13.665364780146549,negative,0.0698337870883699,0.0718770358244725,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00237,238,-77.7013201168142,negative,-337.05846232146905,negative,0.04304693873902578,0.0613897943072523,True,False,False,False,False,primitive_full_verified
hexc_00238,239,12.986079151806315,positive,-13.66272908680628,negative,0.06984663589208322,0.0720020312883792,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00239,240,14.056216271886404,positive,-14.732866206886342,negative,0.06499134966768277,0.0681051918998026,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00240,241,64.7786110793472,positive,-166.6075602538226,negative,0.047946529235187794,0.0576405602980837,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00241,242,16.227921465711795,positive,-16.90457140071203,negative,0.0569558578486832,0.0582182910904303,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00242,243,44.727242683927344,positive,-50.29013128392762,negative,0.06393481070585319,0.0666639054628127,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00243,244,14.776787600614824,positive,-15.45343753561474,negative,0.06208517984480417,0.0646375517059872,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00244,245,14.77762456960429,positive,-15.454274504604427,negative,0.0620819552695042,0.0631548657549673,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00245,246,49.4624408087016,positive,-62.0306187855017,negative,0.05790037114428769,0.0624388750646292,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00246,247,16.22877052654409,positive,-16.90542046154451,negative,0.05695310466182652,0.0580503951554774,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00247,248,15.90876977974763,positive,-16.585419714747786,negative,0.058009943732833975,0.0588375187079942,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00248,249,12.99546849026404,positive,-13.672118425263989,negative,0.06980088513708296,0.0733451964419051,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00249,250,15.363216952468896,positive,-16.03986688746909,negative,0.05990504279292246,0.0613798520197853,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00250,251,15.365171252537955,positive,-16.041821187538062,negative,0.05989803323409752,0.0619768263150305,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00251,252,38.41162530909082,positive,-272.11499404329606,negative,0.05184814905383387,0.0623250464295579,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00252,253,10.938578746956969,positive,-11.615228681956978,negative,0.08149341321970513,0.0867976721097067,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00253,254,17.51245503440681,positive,-18.1891049694068,negative,0.053074180361281614,0.0542307354806207,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00254,255,30.652459490191177,positive,-33.8620482201909,negative,0.056399435804371956,0.0583129230101737,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00255,256,16.339332598648777,positive,-17.01598253364864,negative,0.05659685212130066,0.0584800149533509,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00256,257,14.776038628411124,positive,-15.45268856341113,negative,0.06208806568035948,0.0630835742905236,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00257,258,-157.64794417599842,negative,-1402.1072909315062,negative,0.08762827096563895,0.0992292790633997,True,False,False,False,False,primitive_full_verified
hexc_00258,259,13.22944040553211,positive,-13.90609034053216,negative,0.068679860471675,0.0718102487098728,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00259,260,17.503059794097258,positive,-18.17970972909734,negative,0.05310065034583176,0.0543474529340776,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00260,261,14.004614466102092,positive,-14.681264401102112,negative,0.06520993662802156,0.0686459109048948,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00261,262,14.77818187904236,positive,-15.454831814042336,negative,0.06207980831918511,0.0645287401420676,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00262,263,16.496696467516113,positive,-17.173346402516017,negative,0.05609741053693262,0.0588645021490785,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00263,264,16.250781550943447,positive,-16.927431485943544,negative,0.05688182387804696,0.0576298658887291,False,True,True,False,False,sign_inconsistent_positive_harmless
hexc_00264,265,16.338376365517014,positive,-17.015026300517093,negative,0.05659991419031116,0.0586131860322688,False,True,True,False,False,sign_inconsistent_positive_harmless
